iid;title;year;Children's;Comedy;Animation;Fantasy;Adventure;Romance;Drama;Thriller;Crime;Action;Horror;Sci-Fi;Documentary;War;Musical;Mystery;Film-Noir;Western;directors;actors;writers
1490;X-Files: Fight the Future;1989;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;;;
1491;I Went Down;1989;False;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;;;
1492;Doctor Dolittle;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Eddie Murphy,Oliver Platt;
1493;Out of Sight;1989;False;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;;;
1494;Picnic at Hanging Rock;1969;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;;;
1495;Smoke Signals;1989;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1496;Buffalo 66;1989;False;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;;;
1497;Armageddon;1989;False;False;False;False;True;False;False;True;False;True;False;True;False;False;False;False;False;False;;Bruce Willis;
1498;Lethal Weapon 4;1989;False;True;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;Richard Donner;Mel Gibson,Danny Glover,Joe Pesci,Rene Russo;
1499;Madeline;1989;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1500;Small Soldiers;1989;True;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;;;
1501;Pi;1989;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;;;
1502;Whatever;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1503;There's Something About Mary;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Matt Dillon;
1504;Plan 9 from Outer Space;1949;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;;;
1505;Wings;1919;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;;;
1506;Broadway Melody;1929;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
1507;All Quiet on the Western Front;1929;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;;;
1508;Cimarron;1929;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;;
1509;Grand Hotel;1929;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1510;Mutiny on the Bounty;1929;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1511;Great Ziegfeld;1929;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
1512;Life of Émile Zola;1929;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1513;You Can't Take It With You;1929;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;James Stewart;
1514;How Green Was My Valley;1939;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1515;Mrs. Miniver;1939;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;;;
1516;Going My Way;1939;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1517;Lost Weekend;1939;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;Billy Wilder
1518;Best Years of Our Lives;1939;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;;;
1519;Gentleman's Agreement;1939;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Gregory Peck;
1520;Hamlet;1939;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;William Shakespeare
1521;All the King's Men;1949;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1522;Greatest Show on Earth;1949;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Charlton Heston;
1523;From Here to Eternity;1949;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;;;
1524;On the Waterfront;1949;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;;
1525;Marty;1949;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
1526;West Side Story;1959;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;;;
1527;Tom Jones;1959;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1528;Man for All Seasons;1959;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1529;In the Heat of the Night;1959;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;;;
1530;Oliver!;1959;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
1531;Midnight Cowboy;1969;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Dustin Hoffman,Jon Voight;
1532;French Connection;1969;False;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;;Gene Hackman;
1533;Rocky;1969;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;;Sylvester Stallone;Sylvester Stallone
1534;Kramer Vs. Kramer;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1535;Ordinary People;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Donald Sutherland;
1536;Chariots of Fire;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1537;Terms of Endearment;1979;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Jack Nicholson,Danny DeVito;
1538;Out of Africa;1979;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Meryl Streep,Robert Redford;
1539;Last Emperor;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;;;
1540;Rain Man;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Barry Levinson;Dustin Hoffman,Tom Cruise;Ronald Bass
1541;Driving Miss Daisy;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Morgan Freeman,Dan Aykroyd;
1542;Take the Money and Run;1969;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Woody Allen;Woody Allen;Woody Allen
1543;Klute;1969;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;;Jane Fonda,Donald Sutherland;
1544;Repo Man;1979;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;Emilio Estevez;
1545;Metropolitan;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1546;Labyrinth;1979;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1547;Breakfast Club;1979;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Emilio Estevez;John Hughes
1548;Nightmare on Elm Street Part 2: Freddy's Revenge;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1549;Nightmare on Elm Street 3: Dream Warriors;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1550;Nightmare on Elm Street 4: The Dream Master;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1551;Nightmare on Elm Street 5: The Dream Child;1989;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1552;Freddy's Dead: The Final Nightmare;1989;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1553;Friday the 13th;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1554;Friday the 13th Part 2;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1555;Friday the 13th Part 3: 3D;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1556;Friday the 13th: The Final Chapter;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1557;Friday the 13th Part V: A New Beginning;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1558;Friday the 13th Part VI: Jason Lives;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1559;Friday the 13th Part VII: The New Blood;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1560;Friday the 13th Part VIII: Jason Takes Manhattan;1989;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1561;Halloween;1969;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;John Carpenter;Jamie Lee Curtis;John Carpenter
1562;Halloween II;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;Jamie Lee Curtis;John Carpenter
1563;Halloween III: Season of the Witch;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1564;Halloween 4: The Return of Michael Myers;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1565;Halloween 5: The Revenge of Michael Myers;1989;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;John Carpenter
1566;Prom Night;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;Jamie Lee Curtis;
1567;Hello Mary Lou: Prom Night II;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1568;Prom Night III: The Last Kiss;1989;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1569;Prom Night IV: Deliver Us From Evil;1989;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1570;Child's Play;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1571;Child's Play 2;1989;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1572;Child's Play 3;1989;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1573;Poltergeist;1979;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;;;
1574;Poltergeist II: The Other Side;1979;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;;;
1575;Poltergeist III;1979;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;;;
1576;Exorcist;1969;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1577;Exorcist II: The Heretic;1969;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1578;Exorcist III;1989;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1579;Lethal Weapon;1979;False;True;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;Richard Donner;Mel Gibson,Danny Glover;
1580;Lethal Weapon 2;1989;False;True;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;Richard Donner;Mel Gibson,Danny Glover,Joe Pesci;
1581;Lethal Weapon 3;1989;False;True;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;Richard Donner;Mel Gibson,Danny Glover,Joe Pesci,Rene Russo;
1582;Gremlins;1979;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1583;Gremlins 2: The New Batch;1989;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1584;Goonies;1979;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Richard Donner;;
1585;Mask of Zorro;1989;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;;;
1586;Polish Wedding;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1587;This World;1989;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;True;False;;;
1588;Soylent Green;1969;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;;Charlton Heston;
1589;Metropolis;1919;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1590;Back to the Future Part II;1989;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;Michael J. Fox,Christopher Lloyd;
1591;Back to the Future Part III;1989;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;;Michael J. Fox,Christopher Lloyd;
1592;Poseidon Adventure;1969;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;;Gene Hackman;
1593;Freaky Friday;1969;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1594;Absent Minded Professor;1959;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Robert Stevenson;;Bill Walsh
1595;Apple Dumpling Gang Rides Again;1979;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;;
1596;Babes in Toyland;1959;True;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
1597;Bambi;1939;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1598;Seven Samurai;1949;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;;;
1599;Dangerous Liaisons;1979;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Glenn Close,John Malkovich,Michelle Pfeiffer;
1600;Dune;1979;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1601;Last Temptation of Christ;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Martin Scorsese;Harvey Keitel;Paul Schrader
1602;Godfather: Part III;1989;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;Francis Ford Coppola;Al Pacino,Diane Keaton,Andy Garcia;Mario Puzo
1603;Rapture;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;;;
1604;Lolita;1989;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Melanie Griffith;
1605;Disturbing Behavior;1989;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;;;
1606;Mafia!;1989;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;
1607;Saving Private Ryan;1989;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;False;Steven Spielberg;Tom Hanks;
1608;Billy's Hollywood Screen Kiss;1989;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1609;$1,000,000 Duck;1969;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1610;Barefoot Executive;1969;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Kurt Russell;
1611;Black Cauldron;1979;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;Vance Gerry,Burny Mattinson
1612;Black Hole;1979;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1613;Blackbeard's Ghost;1959;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Robert Stevenson;;Bill Walsh
1614;Blank Check;1989;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1615;Candleshoe;1969;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1616;Cat from Outer Space;1969;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1617;Computer Wore Tennis Shoes;1969;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1618;Condorman;1979;True;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;;;
1619;D2: The Mighty Ducks;1989;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Emilio Estevez;
1620;Darby O'Gill and the Little People;1959;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Robert Stevenson;Sean Connery;
1621;Devil and Max Devlin;1979;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1622;Far Off Place;1989;True;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
1623;Flight of the Navigator;1979;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1624;Gnome-Mobile;1959;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Robert Stevenson;;
1625;Great Mouse Detective;1979;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;Vance Gerry,Burny Mattinson
1626;Happiest Millionaire;1959;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
1627;Herbie Goes Bananas;1979;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1628;Herbie Goes to Monte Carlo;1969;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1629;Hocus Pocus;1989;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1630;Honey, I Blew Up the Kid;1989;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1631;Honey, I Shrunk the Kids;1989;True;True;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1632;Hot Lead and Cold Feet;1969;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;;;
1633;In Search of the Castaways;1959;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Robert Stevenson;;
1634;Incredible Journey;1959;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1635;Negotiator;1989;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;;Samuel L. Jackson;
1636;Parent Trap;1989;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Dennis Quaid;
1637;BASEketball;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1638;Governess;1989;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
1639;Roger & Me;1989;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
1640;Purple Rose of Cairo;1979;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;Woody Allen;Jeff Daniels;Woody Allen
1641;Out of the Past;1939;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;;;
1642;Doctor Zhivago;1959;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;;;
1643;Fanny and Alexander;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1644;Trip to Bountiful;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1645;Tender Mercies;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Robert Duvall;
1646;And the Band Played On;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Matthew Modine;
1647;'burbs;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Tom Hanks;
1648;Fandango;1979;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Kevin Costner;
1649;Night Porter;1969;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1650;Mephisto;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;;;
1651;Blue Velvet;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;;;
1652;Journey of Natty Gann;1979;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;John Cusack;
1653;Jungle Book;1959;True;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;Vance Gerry
1654;Kidnapped;1959;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Robert Stevenson;;
1655;Lady and the Tramp;1949;True;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;Wilfred Jackson,Hamilton Luske;;
1656;Little Mermaid;1989;True;True;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;;;
1657;Mighty Ducks;1989;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Emilio Estevez;
1658;Muppet Christmas Carol;1989;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
1659;Newsies;1989;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
1660;101 Dalmatians;1959;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1661;One Magic Christmas;1979;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1662;Peter Pan;1949;True;False;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;Wilfred Jackson,Hamilton Luske;;
1663;Popeye;1979;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;Robert Altman;Robin Williams;
1664;Rescuers Down Under;1989;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1665;Rescuers;1969;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;Vance Gerry,Burny Mattinson
1666;Return from Witch Mountain;1969;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1667;Return of Jafar;1989;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
1668;Return to Oz;1979;True;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1669;Rocketeer;1989;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;;;
1670;Shaggy D.A.;1969;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Robert Stevenson;;
1671;Sleeping Beauty;1959;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;Hamilton Luske;;
1672;Something Wicked This Way Comes;1979;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1673;Son of Flubber;1959;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Robert Stevenson;;Bill Walsh
1674;Song of the South;1939;True;False;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;Wilfred Jackson;;
1675;Splash;1979;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;Ron Howard;Tom Hanks;Lowell Ganz,Babaloo Mandel
1676;Squanto: A Warrior's Tale;1989;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1677;Steamboat Willie;1939;True;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
1678;Tall Tale;1989;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1679;Tex;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Matt Dillon;
1680;Tron;1979;False;False;False;True;True;False;False;False;False;True;False;True;False;False;False;False;False;False;;Jeff Bridges;
1681;Swing Kids;1989;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;;;
1682;Halloween: H20;1989;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;;Jamie Lee Curtis;John Carpenter
1683;L.A. Story;1989;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;Steve Martin;
1684;Jerk;1979;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Steve Martin;
1685;Dead Men Don't Wear Plaid;1979;False;True;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;Steve Martin;
1686;Man with Two Brains;1979;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Steve Martin,Kathleen Turner;
1687;Grand Canyon;1989;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;Danny Glover,Kevin Kline,Steve Martin;
1688;Graveyard Shift;1989;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;;;Stephen King
1689;Outsiders;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Francis Ford Coppola;Matt Dillon;
1690;Indiana Jones and the Temple of Doom;1979;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;Steven Spielberg;Harrison Ford;George Lucas
1691;Lord of the Rings;1969;True;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1692;Nineteen Eighty-Four;1979;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;;;
1693;Dead Zone;1979;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;;Christopher Walken;Stephen King
1694;Maximum Overdrive;1979;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;Emilio Estevez;Stephen King,Stephen King
1695;Needful Things;1989;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;Ed Harris;Stephen King
1696;Cujo;1979;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;;;Stephen King
1697;Children of the Corn;1979;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;;;Stephen King
1698;All Dogs Go to Heaven;1989;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1699;Addams Family;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Christopher Lloyd;
1700;Ever After: A Cinderella Story;1989;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Drew Barrymore;
1701;Snake Eyes;1989;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;True;False;False;;Nicolas Cage;David Koepp,David Koepp
1702;Safe Men;1989;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1703;Atlantic City;1979;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;;Susan Sarandon;
1704;Autumn Sonata;1969;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1705;Who's Afraid of Virginia Woolf?;1959;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1706;Adventures in Babysitting;1979;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1707;Weird Science;1979;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Bill Paxton;John Hughes
1708;Doctor Dolittle;1959;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;;;
1709;Nutty Professor;1959;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1710;Charlotte's Web;1969;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1711;Watership Down;1969;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1712;Secret of NIMH;1979;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1713;Dark Crystal;1979;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1714;American Tail;1979;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1715;American Tail: Fievel Goes West;1989;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;James Stewart;
1716;Legend;1979;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;Tom Cruise;
1717;Sixteen Candles;1979;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;John Hughes
1718;Pretty in Pink;1979;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;John Hughes
1719;St. Elmo's Fire;1979;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;Joel Schumacher;Emilio Estevez,Demi Moore;
1720;Clan of the Cave Bear;1979;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;John Sayles
1721;House;1979;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1722;House II: The Second Story;1979;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
